metric,value,notes
NUM_CLIENT_DIRS,3,client* folders under eval
NUM_CLIENTS_MERGED,3,clients with CSV data
TOTAL_THROUGHPUT,7382.0 Tx/sec,sum of all clients
AVG_LATENCY,3.887 ms,across all batches all clients
P50_LATENCY,3.8 ms,
P95_LATENCY,5.7 ms,
P99_LATENCY,6.8 ms,
TOTAL_SLOW_COMMITS,220480,89.8%
TOTAL_CONFLICT_COMMITS,24940,
