metric,value,notes
NUM_CLIENT_DIRS,1,server* folders under eval
NUM_CLIENTS_MERGED,1,servers with CSV data
TOTAL_THROUGHPUT,48910.2 Tx/sec,sum of all servers
AVG_LATENCY,1.967 ms,across all batches all servers
P50_LATENCY,1.8 ms,
P95_LATENCY,3.6 ms,
P99_LATENCY,5.0 ms,
TOTAL_SLOW_COMMITS,3647000,89.8%
TOTAL_CONFLICT_COMMITS,412200,
