metric,value,notes
NUM_CLIENT_DIRS,10,client* folders under eval
NUM_CLIENTS_MERGED,10,clients with CSV data
TOTAL_THROUGHPUT,957.2 Tx/sec,sum of all clients
AVG_LATENCY,10.151 ms,across all batches all clients
P50_LATENCY,10.3 ms,
P95_LATENCY,15.6 ms,
P99_LATENCY,18.4 ms,
TOTAL_SLOW_COMMITS,0,0.0%
TOTAL_CONFLICT_COMMITS,0,
