metric,value,notes
NUM_CLIENT_DIRS,1,server* folders under eval
NUM_CLIENTS_MERGED,1,servers with CSV data
TOTAL_THROUGHPUT,220316.0 Tx/sec,sum of all servers
AVG_LATENCY,3.492 ms,across all batches all servers
P50_LATENCY,3.4 ms,
P95_LATENCY,4.5 ms,
P99_LATENCY,5.7 ms,
TOTAL_SLOW_COMMITS,6871000,90.1%
TOTAL_CONFLICT_COMMITS,758000,
