metric,value,notes
NUM_CLIENT_DIRS,3,client* folders under eval
NUM_CLIENTS_MERGED,3,clients with CSV data
TOTAL_THROUGHPUT,229816.5 Tx/sec,sum of all clients
AVG_LATENCY,8.773 ms,across all batches all clients
P50_LATENCY,8.4 ms,
P95_LATENCY,12.3 ms,
P99_LATENCY,15.2 ms,
TOTAL_SLOW_COMMITS,6871000,90.1%
TOTAL_CONFLICT_COMMITS,758000,
