system,size,experiment,filename,throughput,avg_latency,p50,p95,p99,conflict
cabinet,3,ratio_0,merged_cabinet_servers_20260807_004954.csv,914.6,1.028,1.0,1.6,1.9,34074.0
cabinet,3,ratio_10,merged_cabinet_servers_20260807_004844.csv,846.0,1.112,1.1,1.7,2.0,28194.0
cabinet,3,ratio_100,merged_cabinet_servers_20260807_004150.csv,888.8,1.064,1.1,1.7,1.9,0.0
cabinet,3,ratio_20,merged_cabinet_servers_20260807_004736.csv,850.3,1.112,1.1,1.7,2.0,25220.0
cabinet,3,ratio_40,merged_cabinet_servers_20260807_004627.csv,970.0,0.966,1.0,1.6,1.9,21586.0
cabinet,3,ratio_60,merged_cabinet_servers_20260807_004518.csv,902.6,1.042,1.0,1.6,1.9,13269.0
cabinet,3,ratio_80,merged_cabinet_servers_20260807_004409.csv,865.9,1.086,1.1,1.7,2.0,6298.0
cabinet,3,ratio_90,merged_cabinet_servers_20260807_004300.csv,966.2,0.965,0.9,1.6,1.8,3567.0
cabinet,5,ratio_0,merged_cabinet_servers_20260807_005923.csv,1036.6,0.898,0.9,1.5,1.9,38363.0
cabinet,5,ratio_10,merged_cabinet_servers_20260807_005812.csv,1052.6,0.884,0.8,1.5,1.8,35116.0
cabinet,5,ratio_100,merged_cabinet_servers_20260807_005106.csv,1027.9,0.911,0.9,1.5,1.8,0.0
cabinet,5,ratio_20,merged_cabinet_servers_20260807_005701.csv,1017.3,0.915,0.9,1.5,1.9,30171.0
cabinet,5,ratio_40,merged_cabinet_servers_20260807_005550.csv,957.4,0.982,1.0,1.6,1.9,21344.0
cabinet,5,ratio_60,merged_cabinet_servers_20260807_005439.csv,983.2,0.948,0.9,1.6,1.9,14667.0
cabinet,5,ratio_80,merged_cabinet_servers_20260807_005328.csv,1022.9,0.912,0.9,1.5,1.8,7706.0
cabinet,5,ratio_90,merged_cabinet_servers_20260807_005217.csv,992.0,0.945,0.9,1.6,1.9,3626.0
cabinet,7,ratio_0,merged_cabinet_servers_20260807_010908.csv,1114.4,0.841,0.8,1.5,1.8,41147.0
cabinet,7,ratio_10,merged_cabinet_servers_20260807_010754.csv,1134.5,0.826,0.8,1.4,1.8,37818.0
cabinet,7,ratio_100,merged_cabinet_servers_20260807_010037.csv,1131.8,0.819,0.8,1.4,1.7,0.0
cabinet,7,ratio_20,merged_cabinet_servers_20260807_010642.csv,1106.4,0.841,0.8,1.4,1.8,32655.0
cabinet,7,ratio_40,merged_cabinet_servers_20260807_010529.csv,1108.1,0.834,0.8,1.4,1.8,24617.0
cabinet,7,ratio_60,merged_cabinet_servers_20260807_010416.csv,1146.1,0.813,0.8,1.4,1.7,16892.0
cabinet,7,ratio_80,merged_cabinet_servers_20260807_010303.csv,1112.1,0.827,0.8,1.4,1.8,8225.0
cabinet,7,ratio_90,merged_cabinet_servers_20260807_010150.csv,1144.9,0.807,0.7,1.4,1.7,4236.0
cabinet,11,ratio_0,merged_cabinet_servers_20260807_011918.csv,1396.6,0.648,0.6,1.2,1.5,51465.0
cabinet,11,ratio_10,merged_cabinet_servers_20260807_011802.csv,1214.5,0.753,0.7,1.3,1.6,40319.0
cabinet,11,ratio_100,merged_cabinet_servers_20260807_011025.csv,1386.7,0.653,0.6,1.2,1.5,0.0
cabinet,11,ratio_20,merged_cabinet_servers_20260807_011646.csv,1415.5,0.642,0.6,1.1,1.5,41772.0
cabinet,11,ratio_40,merged_cabinet_servers_20260807_011530.csv,1229.3,0.738,0.7,1.3,1.6,27538.0
cabinet,11,ratio_60,merged_cabinet_servers_20260807_011414.csv,1298.4,0.697,0.6,1.2,1.6,19233.0
cabinet,11,ratio_80,merged_cabinet_servers_20260807_011257.csv,1320.5,0.685,0.6,1.2,1.6,9781.0
cabinet,11,ratio_90,merged_cabinet_servers_20260807_011141.csv,1355.3,0.663,0.6,1.2,1.5,5050.0
