system,size,experiment,filename,throughput,avg_latency,p50,p95,p99,conflict
cabinet,3,ratio_0,merged_cabinet_clients_20260807_004953.csv,995.9,4.894,4.9,7.3,8.3,34074.0
cabinet,3,ratio_10,merged_cabinet_clients_20260807_004844.csv,916.8,5.322,5.4,7.6,8.5,28194.0
cabinet,3,ratio_100,merged_cabinet_clients_20260807_004150.csv,964.3,5.061,5.0,7.5,8.4,0.0
cabinet,3,ratio_20,merged_cabinet_clients_20260807_004736.csv,921.7,5.298,5.4,7.7,8.5,25220.0
cabinet,3,ratio_40,merged_cabinet_clients_20260807_004627.csv,1051.9,4.626,4.6,6.8,7.8,21586.0
cabinet,3,ratio_60,merged_cabinet_clients_20260807_004518.csv,978.9,4.984,5.0,7.3,8.3,13269.0
cabinet,3,ratio_80,merged_cabinet_clients_20260807_004409.csv,939.0,5.202,5.2,7.6,8.6,6298.0
cabinet,3,ratio_90,merged_cabinet_clients_20260807_004300.csv,1049.7,4.641,4.5,7.0,8.0,3567.0
cabinet,5,ratio_0,merged_cabinet_clients_20260807_005923.csv,1124.6,4.326,4.2,6.8,8.0,38363.0
cabinet,5,ratio_10,merged_cabinet_clients_20260807_005812.csv,1142.5,4.256,4.2,6.5,7.5,35116.0
cabinet,5,ratio_100,merged_cabinet_clients_20260807_005105.csv,1114.5,4.372,4.2,6.8,7.9,0.0
cabinet,5,ratio_20,merged_cabinet_clients_20260807_005701.csv,1106.7,4.402,4.3,6.8,8.0,30171.0
cabinet,5,ratio_40,merged_cabinet_clients_20260807_005550.csv,1037.7,4.699,4.6,7.2,8.2,21344.0
cabinet,5,ratio_60,merged_cabinet_clients_20260807_005439.csv,1069.7,4.551,4.5,6.9,8.0,14667.0
cabinet,5,ratio_80,merged_cabinet_clients_20260807_005328.csv,1110.7,4.378,4.2,6.7,7.8,7706.0
cabinet,5,ratio_90,merged_cabinet_clients_20260807_005217.csv,1075.7,4.533,4.4,6.9,8.0,3626.0
cabinet,7,ratio_0,merged_cabinet_clients_20260807_010908.csv,1205.0,4.034,3.9,6.3,7.5,41147.0
cabinet,7,ratio_10,merged_cabinet_clients_20260807_010754.csv,1229.1,3.959,3.8,6.2,7.3,37818.0
cabinet,7,ratio_100,merged_cabinet_clients_20260807_010037.csv,1228.5,3.953,3.8,6.1,7.3,0.0
cabinet,7,ratio_20,merged_cabinet_clients_20260807_010641.csv,1200.0,4.054,3.9,6.3,7.5,32655.0
cabinet,7,ratio_40,merged_cabinet_clients_20260807_010529.csv,1206.5,4.03,3.9,6.1,7.3,24617.0
cabinet,7,ratio_60,merged_cabinet_clients_20260807_010416.csv,1242.5,3.914,3.7,6.0,7.1,16892.0
cabinet,7,ratio_80,merged_cabinet_clients_20260807_010303.csv,1208.1,4.025,3.9,6.1,7.2,8225.0
cabinet,7,ratio_90,merged_cabinet_clients_20260807_010150.csv,1243.2,3.904,3.8,5.9,7.1,4236.0
cabinet,11,ratio_0,merged_cabinet_clients_20260807_011918.csv,1514.2,3.205,3.1,4.8,5.9,51465.0
cabinet,11,ratio_10,merged_cabinet_clients_20260807_011801.csv,1313.7,3.703,3.6,5.6,6.8,40319.0
cabinet,11,ratio_100,merged_cabinet_clients_20260807_011025.csv,1505.6,3.214,3.1,4.9,6.0,0.0
cabinet,11,ratio_20,merged_cabinet_clients_20260807_011646.csv,1535.6,3.157,3.1,4.7,5.7,41772.0
cabinet,11,ratio_40,merged_cabinet_clients_20260807_011530.csv,1338.1,3.623,3.5,5.5,6.8,27538.0
cabinet,11,ratio_60,merged_cabinet_clients_20260807_011414.csv,1411.7,3.43,3.3,5.1,6.2,19233.0
cabinet,11,ratio_80,merged_cabinet_clients_20260807_011257.csv,1433.0,3.378,3.3,5.0,6.1,9781.0
cabinet,11,ratio_90,merged_cabinet_clients_20260807_011141.csv,1471.8,3.287,3.1,4.9,6.2,5050.0
