metric,value,notes
NUM_CLIENT_DIRS,1,server* folders under eval
NUM_CLIENTS_MERGED,1,servers with CSV data
TOTAL_THROUGHPUT,339.8 Tx/sec,sum of all servers
AVG_LATENCY,2.830 ms,across all batches all servers
P50_LATENCY,2.6 ms,
P95_LATENCY,4.9 ms,
P99_LATENCY,6.8 ms,
TOTAL_SLOW_COMMITS,2566,20.4%
TOTAL_CONFLICT_COMMITS,10037,
