metric,value,notes
NUM_CLIENT_DIRS,3,client* folders under eval
NUM_CLIENTS_MERGED,3,clients with CSV data
TOTAL_THROUGHPUT,201466.5 Tx/sec,sum of all clients
AVG_LATENCY,10.663 ms,across all batches all clients
P50_LATENCY,10.5 ms,
P95_LATENCY,14.9 ms,
P99_LATENCY,16.5 ms,
TOTAL_SLOW_COMMITS,5951000,89.9%
TOTAL_CONFLICT_COMMITS,667000,
