metric,value,notes
NUM_CLIENT_DIRS,1,server* folders under eval
NUM_CLIENTS_MERGED,1,servers with CSV data
TOTAL_THROUGHPUT,1017.3 Tx/sec,sum of all servers
AVG_LATENCY,0.915 ms,across all batches all servers
P50_LATENCY,0.9 ms,
P95_LATENCY,1.5 ms,
P99_LATENCY,1.9 ms,
TOTAL_SLOW_COMMITS,7592,20.1%
TOTAL_CONFLICT_COMMITS,30171,
