metric,value,notes
NUM_CLIENT_DIRS,3,client* folders under eval
NUM_CLIENTS_MERGED,3,clients with CSV data
TOTAL_THROUGHPUT,390.6 Tx/sec,sum of all clients
AVG_LATENCY,7.473 ms,across all batches all clients
P50_LATENCY,7.4 ms,
P95_LATENCY,10.2 ms,
P99_LATENCY,11.9 ms,
TOTAL_SLOW_COMMITS,7707,59.7%
TOTAL_CONFLICT_COMMITS,5209,
