metric,value,notes
NUM_CLIENT_DIRS,1,server* folders under eval
NUM_CLIENTS_MERGED,1,servers with CSV data
TOTAL_THROUGHPUT,108878.9 Tx/sec,sum of all servers
AVG_LATENCY,4.281 ms,across all batches all servers
P50_LATENCY,4.0 ms,
P95_LATENCY,6.6 ms,
P99_LATENCY,7.9 ms,
TOTAL_SLOW_COMMITS,3381500,89.7%
TOTAL_CONFLICT_COMMITS,386500,
