metric,value,notes
NUM_CLIENT_DIRS,3,client* folders under eval
NUM_CLIENTS_MERGED,3,clients with CSV data
TOTAL_THROUGHPUT,113593.1 Tx/sec,sum of all clients
AVG_LATENCY,10.865 ms,across all batches all clients
P50_LATENCY,10.5 ms,
P95_LATENCY,14.3 ms,
P99_LATENCY,15.9 ms,
TOTAL_SLOW_COMMITS,3381500,89.7%
TOTAL_CONFLICT_COMMITS,386500,
