metric,value,notes
NUM_CLIENT_DIRS,1,server* folders under eval
NUM_CLIENTS_MERGED,1,servers with CSV data
TOTAL_THROUGHPUT,51290.8 Tx/sec,sum of all servers
AVG_LATENCY,1.884 ms,across all batches all servers
P50_LATENCY,1.8 ms,
P95_LATENCY,3.2 ms,
P99_LATENCY,4.8 ms,
TOTAL_SLOW_COMMITS,3838200,89.9%
TOTAL_CONFLICT_COMMITS,432100,
