metric,value,notes
NUM_CLIENT_DIRS,3,client* folders under eval
NUM_CLIENTS_MERGED,3,clients with CSV data
TOTAL_THROUGHPUT,560.1 Tx/sec,sum of all clients
AVG_LATENCY,26.615 ms,across all batches all clients
P50_LATENCY,27.1 ms,
P95_LATENCY,34.3 ms,
P99_LATENCY,36.5 ms,
TOTAL_SLOW_COMMITS,3522,10.0%
TOTAL_CONFLICT_COMMITS,31795,
