system,size,experiment,filename,throughput,avg_latency,p50,p95,p99,conflict
raft,3,ratio_0,merged_cabinet_clients_20260807_012900.csv,740.3,6.548,6.6,9.2,11.6,25390.0
raft,3,ratio_10,merged_cabinet_clients_20260807_012752.csv,731.9,6.637,6.6,9.3,11.7,22582.0
raft,3,ratio_100,merged_cabinet_clients_20260807_012059.csv,720.0,6.729,6.8,9.2,11.1,0.0
raft,3,ratio_20,merged_cabinet_clients_20260807_012643.csv,707.5,6.846,7.0,9.3,11.5,19366.0
raft,3,ratio_40,merged_cabinet_clients_20260807_012534.csv,684.3,7.089,7.3,9.4,12.1,13972.0
raft,3,ratio_60,merged_cabinet_clients_20260807_012426.csv,694.2,6.99,7.1,9.4,11.3,9572.0
raft,3,ratio_80,merged_cabinet_clients_20260807_012317.csv,705.8,6.883,6.9,9.3,11.7,4771.0
raft,3,ratio_90,merged_cabinet_clients_20260807_012208.csv,682.9,7.119,7.1,9.5,11.4,2409.0
raft,5,ratio_0,merged_cabinet_clients_20260807_013824.csv,491.2,9.946,10.1,13.8,16.1,16828.0
raft,5,ratio_10,merged_cabinet_clients_20260807_013714.csv,516.7,9.449,9.7,13.3,15.2,15959.0
raft,5,ratio_100,merged_cabinet_clients_20260807_013011.csv,529.7,9.223,9.4,13.1,15.3,0.0
raft,5,ratio_20,merged_cabinet_clients_20260807_013604.csv,536.0,9.106,9.1,12.8,15.1,14662.0
raft,5,ratio_40,merged_cabinet_clients_20260807_013453.csv,493.6,9.896,10.1,13.8,15.8,10133.0
raft,5,ratio_60,merged_cabinet_clients_20260807_013343.csv,517.3,9.442,9.6,13.2,15.5,7135.0
raft,5,ratio_80,merged_cabinet_clients_20260807_013232.csv,495.3,9.847,9.9,13.7,15.8,3439.0
raft,5,ratio_90,merged_cabinet_clients_20260807_013122.csv,522.9,9.327,9.3,13.2,15.6,1742.0
raft,7,ratio_0,merged_cabinet_clients_20260807_014803.csv,448.7,10.921,11.1,15.2,17.3,15371.0
raft,7,ratio_10,merged_cabinet_clients_20260807_014651.csv,447.0,10.985,11.3,15.2,17.0,13789.0
raft,7,ratio_100,merged_cabinet_clients_20260807_013937.csv,439.3,11.134,11.4,15.3,17.3,0.0
raft,7,ratio_20,merged_cabinet_clients_20260807_014539.csv,460.2,10.653,10.8,14.9,17.1,12579.0
raft,7,ratio_40,merged_cabinet_clients_20260807_014427.csv,448.5,10.915,11.0,15.1,17.0,9225.0
raft,7,ratio_60,merged_cabinet_clients_20260807_014314.csv,451.5,10.837,11.0,15.1,17.1,6300.0
raft,7,ratio_80,merged_cabinet_clients_20260807_014202.csv,434.1,11.263,11.6,15.7,17.6,3030.0
raft,7,ratio_90,merged_cabinet_clients_20260807_014050.csv,419.0,11.677,11.9,16.0,17.8,1393.0
raft,11,ratio_0,merged_cabinet_clients_20260807_015813.csv,380.1,12.901,12.8,18.1,19.4,13033.0
raft,11,ratio_10,merged_cabinet_clients_20260807_015657.csv,370.0,13.255,13.2,18.5,19.9,11365.0
raft,11,ratio_100,merged_cabinet_clients_20260807_014920.csv,372.7,13.18,13.1,18.1,19.5,0.0
raft,11,ratio_20,merged_cabinet_clients_20260807_015541.csv,367.6,13.337,13.4,18.4,20.0,10037.0
raft,11,ratio_40,merged_cabinet_clients_20260807_015425.csv,365.1,13.421,13.5,18.7,20.3,7576.0
raft,11,ratio_60,merged_cabinet_clients_20260807_015308.csv,376.1,13.035,13.0,18.1,19.6,5242.0
raft,11,ratio_80,merged_cabinet_clients_20260807_015152.csv,380.3,12.888,12.9,18.1,19.6,2622.0
raft,11,ratio_90,merged_cabinet_clients_20260807_015036.csv,377.2,13.016,13.0,18.0,19.5,1295.0
