metric,value,notes
NUM_CLIENT_DIRS,3,client* folders under eval
NUM_CLIENTS_MERGED,3,clients with CSV data
TOTAL_THROUGHPUT,868.3 Tx/sec,sum of all clients
AVG_LATENCY,17.124 ms,across all batches all clients
P50_LATENCY,17.4 ms,
P95_LATENCY,22.2 ms,
P99_LATENCY,24.0 ms,
TOTAL_SLOW_COMMITS,49305,90.0%
TOTAL_CONFLICT_COMMITS,5502,
