metric,value,notes
NUM_CLIENT_DIRS,3,client* folders under eval
NUM_CLIENTS_MERGED,3,clients with CSV data
TOTAL_THROUGHPUT,1091.6 Tx/sec,sum of all clients
AVG_LATENCY,2.637 ms,across all batches all clients
P50_LATENCY,2.6 ms,
P95_LATENCY,4.0 ms,
P99_LATENCY,4.9 ms,
TOTAL_SLOW_COMMITS,3715,10.3%
TOTAL_CONFLICT_COMMITS,32499,
