elapsed_ms,tps,lat_avg_ms,event
500,9600.000,9.125,
1000,9600.000,9.438,
1500,9418.838,9.660,
2000,9819.639,9.388,stable
2500,9200.000,9.761,
3000,9600.000,9.333,
3500,10020.040,9.040,
4000,10220.441,8.686,
4500,10000.000,8.980,
5000,9800.000,8.980,
5500,9400.000,9.787,
6000,9619.238,9.479,
6500,9600.000,9.417,
7000,9418.838,9.617,
7500,9600.000,9.479,
8000,9819.639,9.204,
8500,9619.238,9.438,
9000,9400.000,9.787,
9500,9418.838,9.511,
10000,9800.000,9.224,
10500,10621.242,8.453,
11000,10200.000,8.843,
11500,10621.242,8.415,
12000,10000.000,8.960,
12500,10600.000,8.415,crash_follower3
13000,11022.044,8.073,
13500,10420.842,8.404,
14000,9800.000,9.347,
14500,9600.000,9.396,
15000,9619.238,9.208,
15500,10020.040,9.060,
16000,9600.000,9.625,
16500,10220.441,8.706,post_crash
17000,10621.242,8.472,
17500,10400.000,8.596,
18000,9819.639,9.122,
18500,10000.000,9.120,
19000,10020.040,9.000,
19500,10000.000,8.880,
20000,10420.842,8.808,
20500,10220.441,8.824,
21000,10000.000,8.980,
21500,10020.040,9.000,
22000,9800.000,9.306,
22500,9619.238,9.479,
23000,10400.000,8.731,
23500,10000.000,9.140,
24000,10020.040,8.940,
24500,10200.000,8.902,
25000,9819.639,9.020,
25500,10200.000,8.745,
26000,10020.040,9.180,
26500,10020.040,8.940,
27000,10200.000,8.745,
27500,10400.000,8.654,
28000,10420.842,8.596,
28500,10400.000,8.635,
29000,9619.238,9.500,
29500,9819.639,9.367,
30000,11000.000,8.182,
30500,10400.000,8.596,
31000,10200.000,8.863,
31500,9619.238,9.104,
32000,10020.040,9.100,
32500,10600.000,8.491,
33000,10420.842,8.750,
33500,9800.000,9.224,
34000,10000.000,9.000,
34500,10420.842,8.712,
35000,10000.000,9.120,
35500,10220.441,8.882,
36000,9600.000,9.271,
36500,10000.000,9.040,
37000,10420.842,8.596,
37500,10420.842,8.577,
38000,10800.000,8.370,
38500,10600.000,8.396,
39000,10621.242,8.302,
39500,10621.242,8.340,
40000,10600.000,8.679,
40500,10200.000,8.824,
41000,9800.000,9.122,
41500,10420.842,8.692,
42000,10800.000,8.185,
42500,11022.044,8.164,
43000,10400.000,8.769,
43500,10200.000,8.667,
44000,10220.441,9.020,
44500,10600.000,8.245,
45000,10220.441,8.843,
45500,10220.441,8.902,
46000,10200.000,8.765,
46500,10200.000,8.784,
47000,10020.040,8.800,
47500,10600.000,8.491,
48000,10621.242,8.528,
48500,10000.000,8.900,
49000,10400.000,8.846,
49500,10821.643,8.352,
50000,10000.000,9.040,
50500,10800.000,8.241,
51000,10800.000,8.389,
51500,9819.639,9.245,
52000,10200.000,8.784,
52500,10400.000,8.615,
53000,10220.441,8.961,
53500,11000.000,8.145,
54000,9819.639,9.265,
54500,9800.000,9.306,
55000,10000.000,9.020,
55500,10020.040,9.080,
56000,10200.000,8.745,
56500,10000.000,9.000,
57000,10020.040,9.020,
57500,10220.441,8.843,
58000,10200.000,8.569,
58500,10000.000,9.260,
59000,10420.842,8.654,
59500,10400.000,8.692,
60000,10400.000,8.519,
60500,10020.040,9.260,
61000,10200.000,8.824,
61500,9819.639,9.265,
62000,10000.000,8.960,
62500,10800.000,8.352,
63000,11022.044,8.145,
63500,10821.643,8.167,
64000,10621.242,8.491,
64500,9800.000,9.204,
65000,10220.441,8.882,
65500,9800.000,9.204,
66000,10420.842,8.635,
66500,10621.242,8.547,
67000,10600.000,8.604,
67500,10200.000,8.882,
68000,10220.441,8.588,
68500,10600.000,8.491,
69000,10621.242,8.642,
69500,10400.000,8.712,
70000,10420.842,8.462,
70500,10420.842,8.904,
71000,10600.000,8.321,
71500,10220.441,8.804,
72000,10200.000,8.647,
72500,11022.044,8.327,
73000,10000.000,9.020,
73500,10821.643,8.444,
74000,10600.000,8.321,
74500,10821.643,8.444,
75000,10220.441,8.824,
75500,10000.000,9.040,
76000,10420.842,8.635,
76500,10200.000,8.824,
77000,10800.000,8.278,
77418,12709.832,6.679,
