metric,value,notes
NUM_CLIENT_DIRS,3,client* folders under eval
NUM_CLIENTS_MERGED,3,clients with CSV data
TOTAL_THROUGHPUT,7796.6 Tx/sec,sum of all clients
AVG_LATENCY,3.678 ms,across all batches all clients
P50_LATENCY,3.6 ms,
P95_LATENCY,5.5 ms,
P99_LATENCY,6.5 ms,
TOTAL_SLOW_COMMITS,232740,89.9%
TOTAL_CONFLICT_COMMITS,26250,
