metric,value,notes
NUM_CLIENT_DIRS,1,server* folders under eval
NUM_CLIENTS_MERGED,1,servers with CSV data
TOTAL_THROUGHPUT,515.8 Tx/sec,sum of all servers
AVG_LATENCY,1.780 ms,across all batches all servers
P50_LATENCY,1.8 ms,
P95_LATENCY,2.4 ms,
P99_LATENCY,2.7 ms,
TOTAL_SLOW_COMMITS,26454,79.7%
TOTAL_CONFLICT_COMMITS,6740,
